volume,open,high,low,close,caldt
187740242.0,174.76,180.3,173.68,179.92,2025-12-01
182117064.0,181.76,185.66,180.0,181.46,2025-12-02
164982727.0,181.08,182.45,179.1101,179.59,2025-12-03
166889138.0,181.62,184.515,179.96,183.38,2025-12-04
143637787.0,183.89,184.66,180.91,182.41,2025-12-05
203785330.0,182.64,188.0,182.4,185.55,2025-12-08
144376088.0,185.56,185.7167,183.32,184.97,2025-12-09
162516200.0,184.965,185.48,182.035,183.78,2025-12-10
181661541.0,180.275,181.32,176.62,180.93,2025-12-11
203813551.0,181.11,182.82,174.62,175.02,2025-12-12
164506902.0,177.936,178.415,175.03,176.29,2025-12-15
148304950.0,176.26,178.49,174.9,177.72,2025-12-16
222339591.0,176.1,176.13,170.31,170.94,2025-12-17
175826146.0,174.53,176.15,171.82,174.14,2025-12-18
